Query,Video,Approval Status,Timestamp,Camera Time,unix_timestamp_start,unix_timestamp_end,Frame Gps Lat Start,Frame Gps Lat End,Frame Gps Lon Start,Frame Gps Lon End,Frame Timestamp Start,Frame Timestamp End,Category,Label,Severity,Video ID,Analysis ID,Share Link
Traffic Volume Analysis,748155c2e9774486a6e31f51b00b9301,pending,0:32–0:41,12/17/2025 00:37:41–12/17/2025 00:37:50,1765931861,1765931870,40.109526,40.109307,-82.885698,-82.885248,12/17/2025 12:37:41 AM,12/17/2025 12:37:50 AM,Vehicles,Emergency Vehicle,low,748155c2e9774486a6e31f51b00b9301,64e7dad2f458ea53624f89fe3f630f4b,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/64e7dad2f458ea53624f89fe3f630f4b
Weather Impact Analysis,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:50–0:55,12/17/2025 00:38:41–12/17/2025 00:38:46,1765931921,1765931926,34.923299,34.922835,-86.304540,-86.304944,12/17/2025 12:38:41 AM,12/17/2025 12:38:46 AM,Environment,Mud Slide,medium,9f8b89ccedbd4399b50b59e9cc16a5eb,bdff2bedbd05ef3ae8534b90d4436c3b,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/bdff2bedbd05ef3ae8534b90d4436c3b
Pedestrian Safety Audit,803d60b96d19460eb35fa8fef6de8510,pending,0:06–0:08,12/17/2025 00:39:41–12/17/2025 00:39:43,1765931981,1765931983,39.572149,39.572806,-82.602457,-82.602528,12/17/2025 12:39:41 AM,12/17/2025 12:39:43 AM,Vulnerable Users,Scooter Rider,high,803d60b96d19460eb35fa8fef6de8510,33cdd728690d100a866896ec7612ba43,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/33cdd728690d100a866896ec7612ba43
Asset Inventory Scan,d55e12770eb744a09b0366fadf185b4e,pending,1:31–1:39,12/17/2025 00:40:41–12/17/2025 00:40:49,1765932041,1765932049,34.743873,34.744619,-86.442130,-86.441340,12/17/2025 12:40:41 AM,12/17/2025 12:40:49 AM,Signage,Speed Limit (35),low,d55e12770eb744a09b0366fadf185b4e,1c693181d2ba2809dcd6cd76d75cdb77,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/1c693181d2ba2809dcd6cd76d75cdb77
Pavement Defect Scan,803d60b96d19460eb35fa8fef6de8510,pending,0:41–0:44,12/17/2025 00:41:41–12/17/2025 00:41:44,1765932101,1765932104,34.630386,34.631188,-86.919242,-86.918547,12/17/2025 12:41:41 AM,12/17/2025 12:41:44 AM,Road Surface,Buckled Asphalt,low,803d60b96d19460eb35fa8fef6de8510,50f67204985ebe352e09656d04e30290,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/50f67204985ebe352e09656d04e30290
Hazard Detection Scan,d55e12770eb744a09b0366fadf185b4e,pending,1:52–1:56,12/17/2025 00:42:41–12/17/2025 00:42:45,1765932161,1765932165,39.848032,39.847282,-83.230730,-83.230683,12/17/2025 12:42:41 AM,12/17/2025 12:42:45 AM,Obstacles,Road Barrier,critical,d55e12770eb744a09b0366fadf185b4e,1ceabee6d32c21c5277308178c7b545b,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/1ceabee6d32c21c5277308178c7b545b
Pavement Defect Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,1:11–1:14,12/17/2025 00:43:41–12/17/2025 00:43:44,1765932221,1765932224,40.238239,40.238089,-83.084270,-83.085222,12/17/2025 12:43:41 AM,12/17/2025 12:43:44 AM,Road Surface,Sinkhole,critical,9f8b89ccedbd4399b50b59e9cc16a5eb,b48f122d2afc6ab51491d5688bdcc3b4,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/b48f122d2afc6ab51491d5688bdcc3b4
Pedestrian Safety Audit,748155c2e9774486a6e31f51b00b9301,pending,1:09–1:19,12/17/2025 00:44:41–12/17/2025 00:44:51,1765932281,1765932291,40.013954,40.014477,-82.603119,-82.602327,12/17/2025 12:44:41 AM,12/17/2025 12:44:51 AM,Vulnerable Users,Pedestrian,high,748155c2e9774486a6e31f51b00b9301,e0dbe031f2a2ac4d0a43d525dd6c3235,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/e0dbe031f2a2ac4d0a43d525dd6c3235
Hazard Detection Scan,748155c2e9774486a6e31f51b00b9301,pending,1:51–1:54,12/17/2025 00:45:41–12/17/2025 00:45:44,1765932341,1765932344,40.031091,40.031848,-83.271915,-83.271743,12/17/2025 12:45:41 AM,12/17/2025 12:45:44 AM,Obstacles,Tree Branch,high,748155c2e9774486a6e31f51b00b9301,a87776665118d3d4c1ba65604f84d392,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/a87776665118d3d4c1ba65604f84d392
Pavement Defect Scan,d55e12770eb744a09b0366fadf185b4e,pending,0:12–0:14,12/17/2025 00:46:41–12/17/2025 00:46:43,1765932401,1765932403,39.874739,39.874638,-82.728004,-82.727308,12/17/2025 12:46:41 AM,12/17/2025 12:46:43 AM,Road Surface,Uneven Pavement,low,d55e12770eb744a09b0366fadf185b4e,33c568b576549cd101dabe0b27fd6e37,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/33c568b576549cd101dabe0b27fd6e37
Pedestrian Safety Audit,d55e12770eb744a09b0366fadf185b4e,pending,1:02–1:09,12/17/2025 00:47:41–12/17/2025 00:47:48,1765932461,1765932468,39.904575,39.904510,-82.675392,-82.675448,12/17/2025 12:47:41 AM,12/17/2025 12:47:48 AM,Vulnerable Users,Scooter Rider,medium,d55e12770eb744a09b0366fadf185b4e,947491ce1d1abfdb95d408aaac03759c,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/947491ce1d1abfdb95d408aaac03759c
Pavement Defect Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:24–0:26,12/17/2025 00:48:41–12/17/2025 00:48:43,1765932521,1765932523,34.351266,34.350603,-86.703122,-86.702162,12/17/2025 12:48:41 AM,12/17/2025 12:48:43 AM,Road Surface,Gravel,high,9f8b89ccedbd4399b50b59e9cc16a5eb,cf82cb070fa58f8432255470866c2440,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/cf82cb070fa58f8432255470866c2440
Pedestrian Safety Audit,748155c2e9774486a6e31f51b00b9301,pending,0:51–0:57,12/17/2025 00:49:41–12/17/2025 00:49:47,1765932581,1765932587,34.556506,34.557240,-86.420907,-86.420387,12/17/2025 12:49:41 AM,12/17/2025 12:49:47 AM,Vulnerable Users,Cyclist,low,748155c2e9774486a6e31f51b00b9301,99d6d743a31e61629d9353b8bf1e698a,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/99d6d743a31e61629d9353b8bf1e698a
Traffic Volume Analysis,3f8ff83f66b24b298fa5455023b0d9b1,pending,0:26–0:32,12/17/2025 00:50:41–12/17/2025 00:50:47,1765932641,1765932647,39.880409,39.879793,-83.162685,-83.163117,12/17/2025 12:50:41 AM,12/17/2025 12:50:47 AM,Vehicles,SUV,critical,3f8ff83f66b24b298fa5455023b0d9b1,898bb07f9eff21bf628613420a94970d,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/898bb07f9eff21bf628613420a94970d
Traffic Volume Analysis,3f8ff83f66b24b298fa5455023b0d9b1,pending,0:52–0:55,12/17/2025 00:51:41–12/17/2025 00:51:44,1765932701,1765932704,34.738737,34.738050,-86.192482,-86.192720,12/17/2025 12:51:41 AM,12/17/2025 12:51:44 AM,Vehicles,School Bus,low,3f8ff83f66b24b298fa5455023b0d9b1,3483eb9282af023b80b4a2cc6ec53e24,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/3483eb9282af023b80b4a2cc6ec53e24
Pedestrian Safety Audit,b4dafb7358b947e99fce375f519adab6,pending,1:37–1:47,12/17/2025 00:52:41–12/17/2025 00:52:51,1765932761,1765932771,34.913291,34.913003,-86.376596,-86.376607,12/17/2025 12:52:41 AM,12/17/2025 12:52:51 AM,Vulnerable Users,Pedestrian,low,b4dafb7358b947e99fce375f519adab6,98f83ab71653e9602e6f656599d89bd2,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/98f83ab71653e9602e6f656599d89bd2
Hazard Detection Scan,3f8ff83f66b24b298fa5455023b0d9b1,pending,0:41–0:44,12/17/2025 00:53:41–12/17/2025 00:53:44,1765932821,1765932824,34.452097,34.451735,-86.197195,-86.196442,12/17/2025 12:53:41 AM,12/17/2025 12:53:44 AM,Obstacles,Wooden Pallet,critical,3f8ff83f66b24b298fa5455023b0d9b1,204e9956200b2f64753141d8c39c43ee,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/204e9956200b2f64753141d8c39c43ee
Pavement Defect Scan,803d60b96d19460eb35fa8fef6de8510,pending,1:47–1:49,12/17/2025 00:54:41–12/17/2025 00:54:43,1765932881,1765932883,34.754696,34.755439,-86.633951,-86.634451,12/17/2025 12:54:41 AM,12/17/2025 12:54:43 AM,Road Surface,Pothole,medium,803d60b96d19460eb35fa8fef6de8510,3b39face7a2f42ea6261d6b768b1e43a,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/3b39face7a2f42ea6261d6b768b1e43a
Traffic Volume Analysis,3f8ff83f66b24b298fa5455023b0d9b1,pending,1:54–1:59,12/17/2025 00:55:41–12/17/2025 00:55:46,1765932941,1765932946,39.727964,39.727767,-83.060864,-83.060999,12/17/2025 12:55:41 AM,12/17/2025 12:55:46 AM,Vehicles,Motorcycle,low,3f8ff83f66b24b298fa5455023b0d9b1,ee4e37de6dd6fd13ce413eefd39d61e0,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/ee4e37de6dd6fd13ce413eefd39d61e0
Pavement Defect Scan,803d60b96d19460eb35fa8fef6de8510,pending,1:06–1:14,12/17/2025 00:56:41–12/17/2025 00:56:49,1765933001,1765933009,35.053819,35.054754,-86.902605,-86.902614,12/17/2025 12:56:41 AM,12/17/2025 12:56:49 AM,Road Surface,Buckled Asphalt,low,803d60b96d19460eb35fa8fef6de8510,b0a368f8f0ac5c3a86f07f7df69d8d55,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/b0a368f8f0ac5c3a86f07f7df69d8d55
Hazard Detection Scan,748155c2e9774486a6e31f51b00b9301,pending,0:18–0:28,12/17/2025 00:57:41–12/17/2025 00:57:51,1765933061,1765933071,40.312474,40.312803,-82.755923,-82.755460,12/17/2025 12:57:41 AM,12/17/2025 12:57:51 AM,Obstacles,Road Barrier,medium,748155c2e9774486a6e31f51b00b9301,23e61211b442e7475ed29f4e0a729563,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/23e61211b442e7475ed29f4e0a729563
Pavement Defect Scan,803d60b96d19460eb35fa8fef6de8510,pending,1:39–1:43,12/17/2025 00:58:41–12/17/2025 00:58:45,1765933121,1765933125,34.423331,34.423066,-86.432713,-86.432851,12/17/2025 12:58:41 AM,12/17/2025 12:58:45 AM,Road Surface,Faded Lane Markings,medium,803d60b96d19460eb35fa8fef6de8510,dfa1e2612fbd9c15d907c177e4b14900,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/dfa1e2612fbd9c15d907c177e4b14900
Weather Impact Analysis,b4dafb7358b947e99fce375f519adab6,pending,1:26–1:31,12/17/2025 00:59:41–12/17/2025 00:59:46,1765933181,1765933186,40.045750,40.046097,-83.393780,-83.392866,12/17/2025 12:59:41 AM,12/17/2025 12:59:46 AM,Environment,Ice Patch,medium,b4dafb7358b947e99fce375f519adab6,74b8c0225293fcf389a665f21cb00538,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/74b8c0225293fcf389a665f21cb00538
Weather Impact Analysis,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,1:04–1:11,12/17/2025 01:00:41–12/17/2025 01:00:48,1765933241,1765933248,40.138151,40.137395,-82.905137,-82.905538,12/17/2025 01:00:41 AM,12/17/2025 01:00:48 AM,Environment,Ice Patch,medium,9f8b89ccedbd4399b50b59e9cc16a5eb,7c455e3ef4c148126726a5af0babe725,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/7c455e3ef4c148126726a5af0babe725
Pavement Defect Scan,3f8ff83f66b24b298fa5455023b0d9b1,pending,0:19–0:26,12/17/2025 01:01:41–12/17/2025 01:01:48,1765933301,1765933308,40.200700,40.200439,-82.634685,-82.634656,12/17/2025 01:01:41 AM,12/17/2025 01:01:48 AM,Road Surface,Uneven Pavement,medium,3f8ff83f66b24b298fa5455023b0d9b1,16c6cf7b259d2d308720235af382ae6b,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/16c6cf7b259d2d308720235af382ae6b
Pedestrian Safety Audit,d55e12770eb744a09b0366fadf185b4e,pending,0:59–1:07,12/17/2025 01:02:41–12/17/2025 01:02:49,1765933361,1765933369,40.270935,40.271225,-82.600508,-82.600343,12/17/2025 01:02:41 AM,12/17/2025 01:02:49 AM,Vulnerable Users,Jaywalker,critical,d55e12770eb744a09b0366fadf185b4e,5279b225201f83fcbdd2f0c839b77546,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/5279b225201f83fcbdd2f0c839b77546
Pedestrian Safety Audit,3f8ff83f66b24b298fa5455023b0d9b1,pending,0:11–0:19,12/17/2025 01:03:41–12/17/2025 01:03:49,1765933421,1765933429,39.799458,39.798776,-83.301808,-83.301342,12/17/2025 01:03:41 AM,12/17/2025 01:03:49 AM,Vulnerable Users,Construction Worker,high,3f8ff83f66b24b298fa5455023b0d9b1,fd9551f10fe149160c41d6f693222a24,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/fd9551f10fe149160c41d6f693222a24
Pedestrian Safety Audit,803d60b96d19460eb35fa8fef6de8510,pending,0:33–0:41,12/17/2025 01:04:41–12/17/2025 01:04:49,1765933481,1765933489,34.786808,34.787260,-86.391615,-86.391237,12/17/2025 01:04:41 AM,12/17/2025 01:04:49 AM,Vulnerable Users,Person in Wheelchair,critical,803d60b96d19460eb35fa8fef6de8510,4a911220abc1fbe87eebe8c2685ffdb6,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/4a911220abc1fbe87eebe8c2685ffdb6
Pedestrian Safety Audit,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:02–0:09,12/17/2025 01:05:41–12/17/2025 01:05:48,1765933541,1765933548,40.277313,40.277515,-82.965068,-82.964573,12/17/2025 01:05:41 AM,12/17/2025 01:05:48 AM,Vulnerable Users,Jaywalker,medium,9f8b89ccedbd4399b50b59e9cc16a5eb,901c761a1d2697e891f0eebededec3c3,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/901c761a1d2697e891f0eebededec3c3
Traffic Volume Analysis,803d60b96d19460eb35fa8fef6de8510,pending,1:20–1:22,12/17/2025 01:06:41–12/17/2025 01:06:43,1765933601,1765933603,39.838071,39.837369,-83.373153,-83.373541,12/17/2025 01:06:41 AM,12/17/2025 01:06:43 AM,Vehicles,Semi Trailer,low,803d60b96d19460eb35fa8fef6de8510,d991c2d07d1cbb8af02f84eb49a5b7dd,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/d991c2d07d1cbb8af02f84eb49a5b7dd
Pavement Defect Scan,d55e12770eb744a09b0366fadf185b4e,pending,1:44–1:52,12/17/2025 01:07:41–12/17/2025 01:07:49,1765933661,1765933669,39.813339,39.813329,-83.005832,-83.005307,12/17/2025 01:07:41 AM,12/17/2025 01:07:49 AM,Road Surface,Faded Lane Markings,low,d55e12770eb744a09b0366fadf185b4e,79e9373093a35f460b1d4f139a99565d,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/79e9373093a35f460b1d4f139a99565d
Pavement Defect Scan,d55e12770eb744a09b0366fadf185b4e,pending,0:03–0:06,12/17/2025 01:08:41–12/17/2025 01:08:44,1765933721,1765933724,40.228035,40.227701,-82.907976,-82.907937,12/17/2025 01:08:41 AM,12/17/2025 01:08:44 AM,Road Surface,Sinkhole,high,d55e12770eb744a09b0366fadf185b4e,12c3c45bfaf65e21b8e4f89cf6cc0035,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/12c3c45bfaf65e21b8e4f89cf6cc0035
Pedestrian Safety Audit,b4dafb7358b947e99fce375f519adab6,pending,1:50–2:00,12/17/2025 01:09:41–12/17/2025 01:09:51,1765933781,1765933791,39.653626,39.654296,-83.281147,-83.280883,12/17/2025 01:09:41 AM,12/17/2025 01:09:51 AM,Vulnerable Users,Cyclist,high,b4dafb7358b947e99fce375f519adab6,31632738f058f5ed435bdc8d2b458a62,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/31632738f058f5ed435bdc8d2b458a62
Asset Inventory Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:03–0:07,12/17/2025 01:10:41–12/17/2025 01:10:45,1765933841,1765933845,39.658922,39.658250,-82.900387,-82.899892,12/17/2025 01:10:41 AM,12/17/2025 01:10:45 AM,Signage,Speed Limit (35),low,9f8b89ccedbd4399b50b59e9cc16a5eb,3aaf2fea6cd8a9d60b5acdcdf51d3ca0,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/3aaf2fea6cd8a9d60b5acdcdf51d3ca0
Weather Impact Analysis,b4dafb7358b947e99fce375f519adab6,pending,1:21–1:24,12/17/2025 01:11:41–12/17/2025 01:11:44,1765933901,1765933904,34.775615,34.775705,-86.412923,-86.412283,12/17/2025 01:11:41 AM,12/17/2025 01:11:44 AM,Environment,Snow Pile,critical,b4dafb7358b947e99fce375f519adab6,63042df498a01716f18431cee1b74293,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/63042df498a01716f18431cee1b74293
Traffic Volume Analysis,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:06–0:14,12/17/2025 01:12:41–12/17/2025 01:12:49,1765933961,1765933969,35.045211,35.044258,-86.920548,-86.920497,12/17/2025 01:12:41 AM,12/17/2025 01:12:49 AM,Vehicles,SUV,high,9f8b89ccedbd4399b50b59e9cc16a5eb,99888695a6e5b19234cf9b49f2b9ff48,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/99888695a6e5b19234cf9b49f2b9ff48
Weather Impact Analysis,d55e12770eb744a09b0366fadf185b4e,pending,1:41–1:47,12/17/2025 01:13:41–12/17/2025 01:13:47,1765934021,1765934027,34.676673,34.677484,-86.884390,-86.884845,12/17/2025 01:13:41 AM,12/17/2025 01:13:47 AM,Environment,Mud Slide,critical,d55e12770eb744a09b0366fadf185b4e,14f64643232bceedaaa86cf5959f09dc,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/14f64643232bceedaaa86cf5959f09dc
Pedestrian Safety Audit,b4dafb7358b947e99fce375f519adab6,pending,1:11–1:17,12/17/2025 01:14:41–12/17/2025 01:14:47,1765934081,1765934087,39.891362,39.892029,-82.810092,-82.810138,12/17/2025 01:14:41 AM,12/17/2025 01:14:47 AM,Vulnerable Users,Jaywalker,low,b4dafb7358b947e99fce375f519adab6,d19d568a5e5e11294dd00a5e93c5ecb6,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/d19d568a5e5e11294dd00a5e93c5ecb6
Weather Impact Analysis,803d60b96d19460eb35fa8fef6de8510,pending,0:18–0:25,12/17/2025 01:15:41–12/17/2025 01:15:48,1765934141,1765934148,39.950229,39.950016,-83.152120,-83.151213,12/17/2025 01:15:41 AM,12/17/2025 01:15:48 AM,Environment,Mud Slide,low,803d60b96d19460eb35fa8fef6de8510,e05a9c9808fa440d49dc7addb76a4eeb,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/e05a9c9808fa440d49dc7addb76a4eeb
Weather Impact Analysis,803d60b96d19460eb35fa8fef6de8510,pending,0:31–0:36,12/17/2025 01:16:41–12/17/2025 01:16:46,1765934201,1765934206,39.676951,39.677620,-82.624246,-82.624481,12/17/2025 01:16:41 AM,12/17/2025 01:16:46 AM,Environment,Ice Patch,high,803d60b96d19460eb35fa8fef6de8510,35bc6d36ffaf639005341877046a68cf,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/35bc6d36ffaf639005341877046a68cf
Pedestrian Safety Audit,748155c2e9774486a6e31f51b00b9301,pending,1:40–1:45,12/17/2025 01:17:41–12/17/2025 01:17:46,1765934261,1765934266,40.094177,40.093853,-83.119852,-83.119680,12/17/2025 01:17:41 AM,12/17/2025 01:17:46 AM,Vulnerable Users,Cyclist,critical,748155c2e9774486a6e31f51b00b9301,f4506460adb6edaab1cd1e96299643b5,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/f4506460adb6edaab1cd1e96299643b5
Hazard Detection Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:45–0:55,12/17/2025 01:18:41–12/17/2025 01:18:51,1765934321,1765934331,35.120443,35.121244,-86.401813,-86.401086,12/17/2025 01:18:41 AM,12/17/2025 01:18:51 AM,Obstacles,Trash Bag,low,9f8b89ccedbd4399b50b59e9cc16a5eb,e6969d6ea48b94834f17f9ba1036de0e,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/e6969d6ea48b94834f17f9ba1036de0e
Asset Inventory Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:11–0:16,12/17/2025 01:19:41–12/17/2025 01:19:46,1765934381,1765934386,34.333233,34.334016,-86.784790,-86.785377,12/17/2025 01:19:41 AM,12/17/2025 01:19:46 AM,Signage,Traffic Light (Green),medium,9f8b89ccedbd4399b50b59e9cc16a5eb,28a603bc93aa511a407b05f4f4d6175f,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/28a603bc93aa511a407b05f4f4d6175f
Hazard Detection Scan,748155c2e9774486a6e31f51b00b9301,pending,1:54–1:57,12/17/2025 01:20:41–12/17/2025 01:20:44,1765934441,1765934444,40.117534,40.117071,-82.871275,-82.871002,12/17/2025 01:20:41 AM,12/17/2025 01:20:44 AM,Obstacles,Traffic Cone,low,748155c2e9774486a6e31f51b00b9301,b5f85681eba9d991b003226ebece8e99,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/b5f85681eba9d991b003226ebece8e99
Hazard Detection Scan,748155c2e9774486a6e31f51b00b9301,pending,1:50–1:54,12/17/2025 01:21:41–12/17/2025 01:21:45,1765934501,1765934505,34.393735,34.394165,-86.240554,-86.240607,12/17/2025 01:21:41 AM,12/17/2025 01:21:45 AM,Obstacles,Trash Bag,critical,748155c2e9774486a6e31f51b00b9301,85689e6f6c2636465dc87a9fe507daab,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/85689e6f6c2636465dc87a9fe507daab
Traffic Volume Analysis,b4dafb7358b947e99fce375f519adab6,pending,1:30–1:36,12/17/2025 01:22:41–12/17/2025 01:22:47,1765934561,1765934567,39.598881,39.598524,-83.068043,-83.067576,12/17/2025 01:22:41 AM,12/17/2025 01:22:47 AM,Vehicles,School Bus,low,b4dafb7358b947e99fce375f519adab6,f5af2f60fad49dca42865d5b2058080f,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/f5af2f60fad49dca42865d5b2058080f
Pavement Defect Scan,b4dafb7358b947e99fce375f519adab6,pending,1:49–1:55,12/17/2025 01:23:41–12/17/2025 01:23:47,1765934621,1765934627,34.751253,34.750348,-86.441252,-86.442054,12/17/2025 01:23:41 AM,12/17/2025 01:23:47 AM,Road Surface,Sinkhole,low,b4dafb7358b947e99fce375f519adab6,26fe5042f4bd989b815240848d618b3f,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/26fe5042f4bd989b815240848d618b3f
Pavement Defect Scan,d55e12770eb744a09b0366fadf185b4e,pending,0:08–0:17,12/17/2025 01:24:41–12/17/2025 01:24:50,1765934681,1765934690,39.660514,39.659578,-83.279233,-83.279159,12/17/2025 01:24:41 AM,12/17/2025 01:24:50 AM,Road Surface,Buckled Asphalt,high,d55e12770eb744a09b0366fadf185b4e,d682f00b3782617fe029fdb655bf8d92,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/d682f00b3782617fe029fdb655bf8d92
Pedestrian Safety Audit,b4dafb7358b947e99fce375f519adab6,pending,1:44–1:54,12/17/2025 01:25:41–12/17/2025 01:25:51,1765934741,1765934751,34.356471,34.355769,-86.190958,-86.191779,12/17/2025 01:25:41 AM,12/17/2025 01:25:51 AM,Vulnerable Users,Pedestrian,low,b4dafb7358b947e99fce375f519adab6,14970731bdaeeca7501d83442fe23ffd,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/14970731bdaeeca7501d83442fe23ffd
Asset Inventory Scan,748155c2e9774486a6e31f51b00b9301,pending,1:04–1:06,12/17/2025 01:26:41–12/17/2025 01:26:43,1765934801,1765934803,34.998019,34.998745,-86.201107,-86.200669,12/17/2025 01:26:41 AM,12/17/2025 01:26:43 AM,Signage,Stop Sign,medium,748155c2e9774486a6e31f51b00b9301,e527605eb5602e9eadf9849607bf1a64,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/e527605eb5602e9eadf9849607bf1a64
Pavement Defect Scan,b4dafb7358b947e99fce375f519adab6,pending,0:20–0:22,12/17/2025 01:27:41–12/17/2025 01:27:43,1765934861,1765934863,34.685733,34.685706,-86.912978,-86.912980,12/17/2025 01:27:41 AM,12/17/2025 01:27:43 AM,Road Surface,Sinkhole,high,b4dafb7358b947e99fce375f519adab6,c752a42322988cee08256c421103b12f,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/c752a42322988cee08256c421103b12f
Traffic Volume Analysis,b4dafb7358b947e99fce375f519adab6,pending,0:10–0:12,12/17/2025 01:28:41–12/17/2025 01:28:43,1765934921,1765934923,35.126892,35.126635,-86.860792,-86.860580,12/17/2025 01:28:41 AM,12/17/2025 01:28:43 AM,Vehicles,Motorcycle,critical,b4dafb7358b947e99fce375f519adab6,8e821900c629a6a248c5186a2cfe1976,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/8e821900c629a6a248c5186a2cfe1976
Weather Impact Analysis,d55e12770eb744a09b0366fadf185b4e,pending,0:42–0:44,12/17/2025 01:29:41–12/17/2025 01:29:43,1765934981,1765934983,40.279165,40.279996,-82.992829,-82.993681,12/17/2025 01:29:41 AM,12/17/2025 01:29:43 AM,Environment,Standing Water,critical,d55e12770eb744a09b0366fadf185b4e,c5aa608572bee5dd176d39d665e5683b,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/c5aa608572bee5dd176d39d665e5683b
Traffic Volume Analysis,803d60b96d19460eb35fa8fef6de8510,pending,0:58–1:05,12/17/2025 01:30:41–12/17/2025 01:30:48,1765935041,1765935048,39.760863,39.760372,-83.237073,-83.237376,12/17/2025 01:30:41 AM,12/17/2025 01:30:48 AM,Vehicles,School Bus,critical,803d60b96d19460eb35fa8fef6de8510,85716849a4b7acc02cfb0a019ef927e7,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/85716849a4b7acc02cfb0a019ef927e7
Asset Inventory Scan,748155c2e9774486a6e31f51b00b9301,pending,0:42–0:50,12/17/2025 01:31:41–12/17/2025 01:31:49,1765935101,1765935109,34.877587,34.877437,-86.538202,-86.537842,12/17/2025 01:31:41 AM,12/17/2025 01:31:49 AM,Signage,Speed Limit (55),low,748155c2e9774486a6e31f51b00b9301,b1bd907ac6de041dd10391ea1d071b4a,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/b1bd907ac6de041dd10391ea1d071b4a
